2023-03-12 20:34:33.047904 [INFO   ] [APP] application started
2023-03-12 20:34:36.651652 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146500; bid volumes: 10000
2023-03-12 20:34:36.655774 [INFO   ] [AUTO] error with order 14: price is not a multiple of tick size
2023-03-12 20:34:36.656006 [INFO   ] [AUTO] error with order 15: price is not a multiple of tick size
2023-03-12 20:34:36.925904 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 20; bid prices: 147000; bid volumes: 12900
2023-03-12 20:34:36.926096 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 10000
2023-03-12 20:34:37.150569 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9420; bid prices: 147000; bid volumes: 900
2023-03-12 20:34:37.150760 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146900; bid volumes: 69
2023-03-12 20:34:37.152452 [INFO   ] [AUTO] error with order 18: price is not a multiple of tick size
2023-03-12 20:34:37.152733 [INFO   ] [AUTO] error with order 19: price is not a multiple of tick size
2023-03-12 20:34:37.197703 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 900
2023-03-12 20:34:37.330754 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 146900; bid volumes: 500
2023-03-12 20:34:37.415326 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 13400; bid prices: 146900; bid volumes: 4000
2023-03-12 20:34:37.415679 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 10000
2023-03-12 20:34:37.416401 [INFO   ] [AUTO] error with order 20: price is not a multiple of tick size
2023-03-12 20:34:37.417143 [INFO   ] [AUTO] error with order 21: price is not a multiple of tick size
2023-03-12 20:34:37.659475 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 9400; bid prices: 146800; bid volumes: 3000
2023-03-12 20:34:37.659586 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 10000
2023-03-12 20:34:37.660008 [INFO   ] [AUTO] error with order 22: price is not a multiple of tick size
2023-03-12 20:34:37.660318 [INFO   ] [AUTO] error with order 23: price is not a multiple of tick size
2023-03-12 20:34:37.660494 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146400; bid volumes: 71
2023-03-12 20:34:37.981226 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146700; bid volumes: 1000
2023-03-12 20:34:37.981414 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146200; bid volumes: 10000
2023-03-12 20:34:37.981646 [INFO   ] [AUTO] error with order 24: price is not a multiple of tick size
2023-03-12 20:34:37.981935 [INFO   ] [AUTO] error with order 25: price is not a multiple of tick size
2023-03-12 20:34:38.163134 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146700; bid volumes: 1000
2023-03-12 20:34:38.163314 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146200; bid volumes: 10000
2023-03-12 20:34:38.163556 [INFO   ] [AUTO] error with order 26: price is not a multiple of tick size
2023-03-12 20:34:38.163852 [INFO   ] [AUTO] error with order 27: price is not a multiple of tick size
2023-03-12 20:34:38.404604 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 9400; bid prices: 146800; bid volumes: 3000
2023-03-12 20:34:38.404754 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146300; bid volumes: 10000
2023-03-12 20:34:38.410899 [INFO   ] [AUTO] error with order 28: price is not a multiple of tick size
2023-03-12 20:34:38.411907 [INFO   ] [AUTO] error with order 29: price is not a multiple of tick size
2023-03-12 20:34:38.580231 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 0; bid volumes: 0
2023-03-12 20:34:38.671943 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 9000; bid prices: 146800; bid volumes: 13000
2023-03-12 20:34:38.672112 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147500; ask volumes: 10000; bid prices: 146300; bid volumes: 10000
2023-03-12 20:34:38.672285 [INFO   ] [AUTO] error with order 30: price is not a multiple of tick size
2023-03-12 20:34:38.672588 [INFO   ] [AUTO] error with order 31: price is not a multiple of tick size
2023-03-12 20:34:38.837684 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146300; bid volumes: 17
2023-03-12 20:34:38.904529 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146800; bid volumes: 13000
2023-03-12 20:34:38.904794 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147500; ask volumes: 10000; bid prices: 146300; bid volumes: 9983
2023-03-12 20:34:38.905096 [INFO   ] [AUTO] error with order 32: price is not a multiple of tick size
2023-03-12 20:34:38.905388 [INFO   ] [AUTO] error with order 33: price is not a multiple of tick size
2023-03-12 20:34:39.170257 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 13400; bid prices: 146800; bid volumes: 2000
2023-03-12 20:34:39.170442 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147400; ask volumes: 10000; bid prices: 146200; bid volumes: 10000
2023-03-12 20:34:39.170961 [INFO   ] [AUTO] error with order 34: price is not a multiple of tick size
2023-03-12 20:34:39.171273 [INFO   ] [AUTO] error with order 35: price is not a multiple of tick size
2023-03-12 20:34:39.461909 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 13400; bid prices: 146800; bid volumes: 5000
2023-03-12 20:34:39.463347 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146200; bid volumes: 10000
2023-03-12 20:34:39.463394 [INFO   ] [AUTO] error with order 36: price is not a multiple of tick size
2023-03-12 20:34:39.464313 [INFO   ] [AUTO] error with order 37: price is not a multiple of tick size
2023-03-12 20:34:39.680062 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146300; bid volumes: 19
2023-03-12 20:34:39.701344 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 15130; bid prices: 146800; bid volumes: 2000
2023-03-12 20:34:39.701517 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146300; bid volumes: 9981
2023-03-12 20:34:39.702573 [INFO   ] [AUTO] error with order 38: price is not a multiple of tick size
2023-03-12 20:34:39.703172 [INFO   ] [AUTO] error with order 39: price is not a multiple of tick size
2023-03-12 20:34:39.919809 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 8400; bid prices: 146600; bid volumes: 3000
2023-03-12 20:34:39.919987 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146300; bid volumes: 9981
2023-03-12 20:34:39.923004 [INFO   ] [AUTO] error with order 40: price is not a multiple of tick size
2023-03-12 20:34:39.923398 [INFO   ] [AUTO] error with order 41: price is not a multiple of tick size
2023-03-12 20:34:40.166969 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 13400; bid prices: 146700; bid volumes: 5000
2023-03-12 20:34:40.167340 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146100; bid volumes: 10000
2023-03-12 20:34:40.179251 [INFO   ] [AUTO] error with order 42: price is not a multiple of tick size
2023-03-12 20:34:40.181791 [INFO   ] [AUTO] error with order 43: price is not a multiple of tick size
2023-03-12 20:34:40.396432 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146800; ask volumes: 1000; bid prices: 0; bid volumes: 0
2023-03-12 20:34:40.494904 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 9400; bid prices: 146800; bid volumes: 13000
2023-03-12 20:34:40.495139 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146300; bid volumes: 10000
2023-03-12 20:34:40.496589 [INFO   ] [AUTO] error with order 44: price is not a multiple of tick size
2023-03-12 20:34:40.497205 [INFO   ] [AUTO] error with order 45: price is not a multiple of tick size
2023-03-12 20:34:40.710791 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 9400; bid prices: 147000; bid volumes: 3000
2023-03-12 20:34:40.710983 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146300; bid volumes: 10000
2023-03-12 20:34:40.711175 [INFO   ] [AUTO] error with order 46: price is not a multiple of tick size
2023-03-12 20:34:40.711431 [INFO   ] [AUTO] error with order 47: price is not a multiple of tick size
2023-03-12 20:34:40.974793 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146800; bid volumes: 3000
2023-03-12 20:34:40.975016 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 84
2023-03-12 20:34:41.202198 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 3400; bid prices: 146700; bid volumes: 4000
2023-03-12 20:34:41.202414 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 84
2023-03-12 20:34:41.206455 [INFO   ] [AUTO] error with order 48: price is not a multiple of tick size
2023-03-12 20:34:41.216068 [INFO   ] [AUTO] error with order 49: price is not a multiple of tick size
2023-03-12 20:34:41.255315 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 146800; bid volumes: 10
2023-03-12 20:34:41.490976 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146700; ask volumes: 1010; bid prices: 146600; bid volumes: 5760
2023-03-12 20:34:41.491155 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 98
2023-03-12 20:34:41.492776 [INFO   ] [AUTO] error with order 50: price is not a multiple of tick size
2023-03-12 20:34:41.493128 [INFO   ] [AUTO] error with order 51: price is not a multiple of tick size
2023-03-12 20:34:41.694036 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146700; ask volumes: 1010; bid prices: 146600; bid volumes: 14750
2023-03-12 20:34:41.694190 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 98
2023-03-12 20:34:41.694860 [INFO   ] [AUTO] error with order 52: price is not a multiple of tick size
2023-03-12 20:34:41.695139 [INFO   ] [AUTO] error with order 53: price is not a multiple of tick size
2023-03-12 20:34:41.775621 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147200; ask volumes: 44; bid prices: 0; bid volumes: 0
2023-03-12 20:34:41.830370 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146700; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-12 20:34:41.965227 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 2150; bid prices: 146700; bid volumes: 6000
2023-03-12 20:34:41.965466 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 9976; bid prices: 147000; bid volumes: 98
2023-03-12 20:34:41.966403 [INFO   ] [AUTO] error with order 54: price is not a multiple of tick size
2023-03-12 20:34:41.966900 [INFO   ] [AUTO] error with order 55: price is not a multiple of tick size
2023-03-12 20:34:42.146144 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146900; ask volumes: 750; bid prices: 0; bid volumes: 0
2023-03-12 20:34:42.200992 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9000; bid prices: 146800; bid volumes: 32740
2023-03-12 20:34:42.201995 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 45; bid prices: 147000; bid volumes: 98
2023-03-12 20:34:42.202423 [INFO   ] [AUTO] error with order 56: price is not a multiple of tick size
2023-03-12 20:34:42.202665 [INFO   ] [AUTO] error with order 57: price is not a multiple of tick size
2023-03-12 20:34:42.436475 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 15410; bid prices: 146800; bid volumes: 15760
2023-03-12 20:34:42.436678 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 45; bid prices: 147000; bid volumes: 98
2023-03-12 20:34:42.439221 [INFO   ] [AUTO] error with order 58: price is not a multiple of tick size
2023-03-12 20:34:42.439250 [INFO   ] [AUTO] error with order 59: price is not a multiple of tick size
2023-03-12 20:34:42.673412 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 16410; bid prices: 146800; bid volumes: 14760
2023-03-12 20:34:42.673911 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 45; bid prices: 147000; bid volumes: 98
2023-03-12 20:34:42.674430 [INFO   ] [AUTO] error with order 60: price is not a multiple of tick size
2023-03-12 20:34:42.675169 [INFO   ] [AUTO] error with order 61: price is not a multiple of tick size
2023-03-12 20:34:42.973093 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 10400; bid prices: 146800; bid volumes: 3000
2023-03-12 20:34:42.973599 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 45; bid prices: 147000; bid volumes: 98
2023-03-12 20:34:42.973932 [INFO   ] [AUTO] error with order 62: price is not a multiple of tick size
2023-03-12 20:34:42.974682 [INFO   ] [AUTO] error with order 63: price is not a multiple of tick size
2023-03-12 20:34:43.150489 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146800; bid volumes: 14800
2023-03-12 20:34:43.150692 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 45; bid prices: 147000; bid volumes: 98
2023-03-12 20:34:43.150901 [INFO   ] [AUTO] error with order 64: price is not a multiple of tick size
2023-03-12 20:34:43.151146 [INFO   ] [AUTO] error with order 65: price is not a multiple of tick size
2023-03-12 20:34:43.340562 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 39
2023-03-12 20:34:43.474611 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 12400; bid prices: 146800; bid volumes: 2000
2023-03-12 20:34:43.474755 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 45; bid prices: 147000; bid volumes: 59
2023-03-12 20:34:43.478484 [INFO   ] [AUTO] error with order 66: price is not a multiple of tick size
2023-03-12 20:34:43.479222 [INFO   ] [AUTO] error with order 67: price is not a multiple of tick size
2023-03-12 20:34:43.673276 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 12400; bid prices: 146800; bid volumes: 2020
2023-03-12 20:34:43.673484 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 45; bid prices: 147000; bid volumes: 59
2023-03-12 20:34:43.673771 [INFO   ] [AUTO] error with order 68: price is not a multiple of tick size
2023-03-12 20:34:43.673970 [INFO   ] [AUTO] error with order 69: price is not a multiple of tick size
2023-03-12 20:34:43.902963 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 1000; bid prices: 146700; bid volumes: 14810
2023-03-12 20:34:43.903252 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 45; bid prices: 147000; bid volumes: 59
2023-03-12 20:34:43.905841 [INFO   ] [AUTO] error with order 70: price is not a multiple of tick size
2023-03-12 20:34:43.968623 [INFO   ] [AUTO] error with order 71: price is not a multiple of tick size
2023-03-12 20:34:44.089715 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 59
2023-03-12 20:34:44.157162 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 12400; bid prices: 146700; bid volumes: 2020
2023-03-12 20:34:44.158856 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 70; bid prices: 146200; bid volumes: 10000
2023-03-12 20:34:44.158887 [INFO   ] [AUTO] error with order 72: price is not a multiple of tick size
2023-03-12 20:34:44.158997 [INFO   ] [AUTO] error with order 73: price is not a multiple of tick size
2023-03-12 20:34:44.490253 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 2400; bid prices: 146700; bid volumes: 4810
2023-03-12 20:34:44.490658 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 70; bid prices: 146200; bid volumes: 10000
2023-03-12 20:34:44.491121 [INFO   ] [AUTO] error with order 74: price is not a multiple of tick size
2023-03-12 20:34:44.491685 [INFO   ] [AUTO] error with order 75: price is not a multiple of tick size
2023-03-12 20:34:44.713132 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 1010; bid prices: 146600; bid volumes: 13810
2023-03-12 20:34:44.713559 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 70; bid prices: 146100; bid volumes: 10000
2023-03-12 20:34:44.716310 [INFO   ] [AUTO] error with order 76: price is not a multiple of tick size
2023-03-12 20:34:44.716890 [INFO   ] [AUTO] error with order 77: price is not a multiple of tick size
2023-03-12 20:34:44.995022 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 14410; bid prices: 146600; bid volumes: 12020
2023-03-12 20:34:44.995810 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 70; bid prices: 146000; bid volumes: 10000
2023-03-12 20:34:44.996322 [INFO   ] [AUTO] error with order 78: price is not a multiple of tick size
2023-03-12 20:34:44.997745 [INFO   ] [AUTO] error with order 79: price is not a multiple of tick size
2023-03-12 20:34:45.229564 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 11400; bid prices: 146600; bid volumes: 2020
2023-03-12 20:34:45.229869 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 70; bid prices: 146000; bid volumes: 10000
2023-03-12 20:34:45.229955 [INFO   ] [AUTO] error with order 80: price is not a multiple of tick size
2023-03-12 20:34:45.230439 [INFO   ] [AUTO] error with order 81: price is not a multiple of tick size
2023-03-12 20:34:45.416939 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 2000; bid prices: 146700; bid volumes: 13810
2023-03-12 20:34:45.418627 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 70; bid prices: 146200; bid volumes: 10000
2023-03-12 20:34:45.418921 [INFO   ] [AUTO] error with order 82: price is not a multiple of tick size
2023-03-12 20:34:45.419538 [INFO   ] [AUTO] error with order 83: price is not a multiple of tick size
2023-03-12 20:34:45.708277 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146900; ask volumes: 1000; bid prices: 0; bid volumes: 0
2023-03-12 20:34:45.708444 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146900; bid volumes: 1390
2023-03-12 20:34:45.708788 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146400; ask volumes: 70; bid prices: 146200; bid volumes: 10000
2023-03-12 20:34:45.711878 [INFO   ] [AUTO] error with order 84: price is not a multiple of tick size
2023-03-12 20:34:45.712506 [INFO   ] [AUTO] error with order 85: price is not a multiple of tick size
2023-03-12 20:34:45.844175 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146200; bid volumes: 12
2023-03-12 20:34:45.845224 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147000; ask volumes: 710; bid prices: 0; bid volumes: 0
2023-03-12 20:34:45.932263 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 146400; ask volumes: 70; bid prices: 0; bid volumes: 0
2023-03-12 20:34:45.966867 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 3430; bid prices: 147000; bid volumes: 1020
2023-03-12 20:34:45.967034 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 45; bid prices: 146500; bid volumes: 9930
2023-03-12 20:34:45.969130 [INFO   ] [AUTO] error with order 86: price is not a multiple of tick size
2023-03-12 20:34:45.969491 [INFO   ] [AUTO] error with order 87: price is not a multiple of tick size
2023-03-12 20:34:45.973252 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147300; ask volumes: 33; bid prices: 0; bid volumes: 0
2023-03-12 20:34:46.191937 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 3030; bid prices: 147000; bid volumes: 13780
2023-03-12 20:34:46.192461 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 12; bid prices: 146500; bid volumes: 10000
2023-03-12 20:34:46.193683 [INFO   ] [AUTO] error with order 88: price is not a multiple of tick size
2023-03-12 20:34:46.195827 [INFO   ] [AUTO] error with order 89: price is not a multiple of tick size
2023-03-12 20:34:46.470702 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 2030; bid prices: 147000; bid volumes: 15780
2023-03-12 20:34:46.471078 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 12; bid prices: 146600; bid volumes: 152
2023-03-12 20:34:46.471487 [INFO   ] [AUTO] error with order 90: price is not a multiple of tick size
2023-03-12 20:34:46.471982 [INFO   ] [AUTO] error with order 91: price is not a multiple of tick size
2023-03-12 20:34:46.734874 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 1030; bid prices: 147100; bid volumes: 4020
2023-03-12 20:34:46.735042 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 12; bid prices: 146600; bid volumes: 152
2023-03-12 20:34:46.735304 [INFO   ] [AUTO] error with order 92: price is not a multiple of tick size
2023-03-12 20:34:46.736012 [INFO   ] [AUTO] error with order 93: price is not a multiple of tick size
2023-03-12 20:34:46.788557 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147200; ask volumes: 1030; bid prices: 0; bid volumes: 0
2023-03-12 20:34:46.936274 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147300; ask volumes: 12; bid prices: 0; bid volumes: 0
2023-03-12 20:34:46.979129 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 14000; bid prices: 146900; bid volumes: 2000
2023-03-12 20:34:46.979373 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147400; ask volumes: 18; bid prices: 146700; bid volumes: 10000
2023-03-12 20:34:46.979524 [INFO   ] [AUTO] error with order 94: price is not a multiple of tick size
2023-03-12 20:34:46.979857 [INFO   ] [AUTO] error with order 95: price is not a multiple of tick size
2023-03-12 20:34:47.166566 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 11400; bid prices: 146900; bid volumes: 14020
2023-03-12 20:34:47.208476 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147400; ask volumes: 18; bid prices: 146600; bid volumes: 152
2023-03-12 20:34:47.217053 [INFO   ] [AUTO] error with order 96: price is not a multiple of tick size
2023-03-12 20:34:47.218928 [INFO   ] [AUTO] error with order 97: price is not a multiple of tick size
2023-03-12 20:34:47.415230 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 14400; bid prices: 146800; bid volumes: 14800
