2023-03-12 20:31:34,064 [INFO   ] [APP] exchange started with arguments={rtg.py, run, trader-2}
2023-03-12 20:35:51,418 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=1.518211 client_order_id=13 message='price is not a multiple of tick size'
2023-03-12 20:35:51,418 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=1.518977 client_order_id=14 message='price is not a multiple of tick size'
2023-03-12 20:35:51,917 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=2.018192 client_order_id=17 message='price is not a multiple of tick size'
2023-03-12 20:35:51,918 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=2.018576 client_order_id=18 message='price is not a multiple of tick size'
2023-03-12 20:35:52,155 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=2.255168 client_order_id=19 message='price is not a multiple of tick size'
2023-03-12 20:35:52,155 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=2.256207 client_order_id=20 message='price is not a multiple of tick size'
2023-03-12 20:35:52,437 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=2.535613 client_order_id=21 message='price is not a multiple of tick size'
2023-03-12 20:35:52,437 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=2.537963 client_order_id=22 message='price is not a multiple of tick size'
2023-03-12 20:35:52,663 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=2.763513 client_order_id=23 message='price is not a multiple of tick size'
2023-03-12 20:35:52,663 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=2.763908 client_order_id=24 message='price is not a multiple of tick size'
2023-03-12 20:35:52,958 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=3.059235 client_order_id=25 message='price is not a multiple of tick size'
2023-03-12 20:35:52,959 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=3.059694 client_order_id=26 message='price is not a multiple of tick size'
2023-03-12 20:35:53,224 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=3.325141 client_order_id=27 message='price is not a multiple of tick size'
2023-03-12 20:35:53,225 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=3.325541 client_order_id=28 message='price is not a multiple of tick size'
2023-03-12 20:35:53,425 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=3.526059 client_order_id=29 message='price is not a multiple of tick size'
2023-03-12 20:35:53,426 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=3.526395 client_order_id=30 message='price is not a multiple of tick size'
2023-03-12 20:35:53,672 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=3.772348 client_order_id=31 message='price is not a multiple of tick size'
2023-03-12 20:35:53,672 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=3.772973 client_order_id=32 message='price is not a multiple of tick size'
2023-03-12 20:35:53,944 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=4.045059 client_order_id=33 message='price is not a multiple of tick size'
2023-03-12 20:35:53,945 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=4.045542 client_order_id=34 message='price is not a multiple of tick size'
2023-03-12 20:35:54,135 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=4.235156 client_order_id=35 message='price is not a multiple of tick size'
2023-03-12 20:35:54,135 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=4.235864 client_order_id=36 message='price is not a multiple of tick size'
2023-03-12 20:35:54,418 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=4.517744 client_order_id=37 message='price is not a multiple of tick size'
2023-03-12 20:35:54,418 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=4.519133 client_order_id=38 message='price is not a multiple of tick size'
2023-03-12 20:35:54,658 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=4.757030 client_order_id=39 message='price is not a multiple of tick size'
2023-03-12 20:35:54,658 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=4.759066 client_order_id=40 message='price is not a multiple of tick size'
2023-03-12 20:35:54,925 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=5.024467 client_order_id=41 message='price is not a multiple of tick size'
2023-03-12 20:35:54,926 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=5.026482 client_order_id=42 message='price is not a multiple of tick size'
2023-03-12 20:35:55,148 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=5.249201 client_order_id=43 message='price is not a multiple of tick size'
2023-03-12 20:35:55,149 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=5.250134 client_order_id=44 message='price is not a multiple of tick size'
2023-03-12 20:35:55,385 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=5.482867 client_order_id=45 message='price is not a multiple of tick size'
2023-03-12 20:35:55,386 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=5.485910 client_order_id=46 message='price is not a multiple of tick size'
2023-03-12 20:35:55,712 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=5.812757 client_order_id=47 message='price is not a multiple of tick size'
2023-03-12 20:35:55,713 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=5.813785 client_order_id=48 message='price is not a multiple of tick size'
2023-03-12 20:35:56,132 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=6.229093 client_order_id=49 message='price is not a multiple of tick size'
2023-03-12 20:35:56,135 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=6.235033 client_order_id=50 message='price is not a multiple of tick size'
2023-03-12 20:35:56,395 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=6.495055 client_order_id=51 message='price is not a multiple of tick size'
2023-03-12 20:35:56,397 [INFO   ] [COMPETITOR] 'TraderTwo' sent error message: time=6.497586 client_order_id=52 message='price is not a multiple of tick size'
