2023-03-19 12:10:18.455802 [INFO   ] [APP] application started
2023-03-19 12:10:47.361138 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127600; ask volumes: 830; bid prices: 0; bid volumes: 0
2023-03-19 12:10:47.968032 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127500; bid volumes: 31
2023-03-19 12:10:48.431167 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127700; ask volumes: 170; bid prices: 0; bid volumes: 0
2023-03-19 12:10:49.065319 [INFO   ] [AUTO] order 26 filled for 6 lots at $128300 cents
2023-03-19 12:10:49.068378 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 128300; ask volumes: 6; bid prices: 0; bid volumes: 0
2023-03-19 12:10:49.068713 [INFO   ] [AUTO] hedge order 60 filled for 6 lots at $128000 average price in cents
2023-03-19 12:10:51.314872 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127900; ask volumes: 25; bid prices: 0; bid volumes: 0
2023-03-19 12:10:51.726696 [INFO   ] [AUTO] error with order 61: order rejected: active order volume limit breached
2023-03-19 12:10:52.052863 [INFO   ] [AUTO] error with order 62: order rejected: active order volume limit breached
2023-03-19 12:10:52.254525 [INFO   ] [AUTO] error with order 63: order rejected: active order volume limit breached
2023-03-19 12:10:52.523623 [INFO   ] [AUTO] error with order 64: order rejected: active order volume limit breached
2023-03-19 12:10:52.523911 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127900; ask volumes: 46; bid prices: 0; bid volumes: 0
2023-03-19 12:10:52.730491 [INFO   ] [AUTO] order 65 filled for 32 lots at $127900 cents
2023-03-19 12:10:52.730611 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127900; ask volumes: 32; bid prices: 0; bid volumes: 0
2023-03-19 12:10:52.730869 [INFO   ] [AUTO] hedge order 66 filled for 32 lots at $128000 average price in cents
2023-03-19 12:10:53.468343 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127600; bid volumes: 17
2023-03-19 12:10:54.461636 [INFO   ] [AUTO] order 67 filled for 20 lots at $128300 cents
2023-03-19 12:10:54.461846 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 128300; ask volumes: 20; bid prices: 0; bid volumes: 0
2023-03-19 12:10:54.462190 [INFO   ] [AUTO] hedge order 68 filled for 20 lots at $128100 average price in cents
2023-03-19 12:10:54.733809 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127800; bid volumes: 1000
2023-03-19 12:10:55.600764 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127500; bid volumes: 1250
2023-03-19 12:10:55.859912 [INFO   ] [AUTO] order 56 filled for 20 lots at $127500 cents
2023-03-19 12:10:55.867272 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127500; bid volumes: 22
2023-03-19 12:10:55.867322 [INFO   ] [AUTO] hedge order 69 filled for 20 lots at $127400 average price in cents
2023-03-19 12:10:56.264650 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127400; ask volumes: 1100; bid prices: 0; bid volumes: 0
2023-03-19 12:10:56.371838 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127200; bid volumes: 7
2023-03-19 12:10:56.427777 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127200; bid volumes: 8
2023-03-19 12:10:56.427840 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127300; bid volumes: 1000
2023-03-19 12:10:56.470893 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127200; bid volumes: 1000
2023-03-19 12:10:56.529163 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 1000
2023-03-19 12:10:57.183441 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127200; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-19 12:10:57.676316 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127200; bid volumes: 28
2023-03-19 12:10:58.250762 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127200; bid volumes: 5
2023-03-19 12:10:58.482864 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127200; ask volumes: 920; bid prices: 0; bid volumes: 0
2023-03-19 12:10:59.829296 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127500; ask volumes: 1000; bid prices: 0; bid volumes: 0
2023-03-19 12:11:00.480423 [INFO   ] [AUTO] order 72 filled for 3 lots at $127400 cents
2023-03-19 12:11:00.481844 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127400; ask volumes: 3; bid prices: 0; bid volumes: 0
2023-03-19 12:11:00.482052 [INFO   ] [AUTO] hedge order 73 filled for 3 lots at $127600 average price in cents
2023-03-19 12:11:02.148955 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127600; bid volumes: 1000
2023-03-19 12:11:03.204568 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127300; bid volumes: 1000
2023-03-19 12:11:05.105297 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 45
2023-03-19 12:11:05.213945 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127500; ask volumes: 1050; bid prices: 0; bid volumes: 0
2023-03-19 12:11:06.315133 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127200; bid volumes: 1000
2023-03-19 12:11:06.871272 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127200; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-19 12:11:07.564443 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 10
2023-03-19 12:11:07.718228 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127400; ask volumes: 1480; bid prices: 0; bid volumes: 0
2023-03-19 12:11:08.052681 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 10
2023-03-19 12:11:08.231135 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127400; ask volumes: 770; bid prices: 0; bid volumes: 0
2023-03-19 12:11:08.235820 [INFO   ] [AUTO] order 76 filled for 32 lots at $127300 cents
2023-03-19 12:11:08.235984 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127300; ask volumes: 32; bid prices: 0; bid volumes: 0
2023-03-19 12:11:08.236223 [INFO   ] [AUTO] hedge order 77 filled for 32 lots at $127400 average price in cents
2023-03-19 12:11:09.163901 [INFO   ] [AUTO] order 70 filled for 20 lots at $127600 cents
2023-03-19 12:11:09.164056 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127600; ask volumes: 55; bid prices: 0; bid volumes: 0
2023-03-19 12:11:09.164330 [INFO   ] [AUTO] hedge order 78 filled for 20 lots at $127500 average price in cents
2023-03-19 12:11:10.762213 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 15
2023-03-19 12:11:10.910580 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 1000
2023-03-19 12:11:11.070832 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127100; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-19 12:11:11.856772 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127600; ask volumes: 55; bid prices: 0; bid volumes: 0
2023-03-19 12:11:12.330234 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127000; bid volumes: 1000
2023-03-19 12:11:12.467567 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127000; ask volumes: 3000; bid prices: 0; bid volumes: 0
2023-03-19 12:11:12.503889 [INFO   ] [AUTO] error with order 81: order rejected: active order count limit breached
2023-03-19 12:11:12.760980 [INFO   ] [AUTO] error with order 82: order rejected: active order count limit breached
2023-03-19 12:11:13.050943 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127600; ask volumes: 52; bid prices: 0; bid volumes: 0
2023-03-19 12:11:13.051232 [INFO   ] [AUTO] error with order 83: order rejected: active order count limit breached
2023-03-19 12:11:13.115750 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127000; ask volumes: 3120; bid prices: 0; bid volumes: 0
2023-03-19 12:11:13.763073 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 30
2023-03-19 12:11:14.515634 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127100; ask volumes: 1550; bid prices: 0; bid volumes: 0
2023-03-19 12:11:14.561941 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127300; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-19 12:11:14.798991 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127600; ask volumes: 102; bid prices: 0; bid volumes: 0
2023-03-19 12:11:16.108579 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 13
2023-03-19 12:11:17.772835 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127300; bid volumes: 10
2023-03-19 12:11:18.259611 [INFO   ] [AUTO] order 79 filled for 20 lots at $127700 cents
2023-03-19 12:11:18.259871 [INFO   ] [AUTO] order 80 filled for 8 lots at $127800 cents
2023-03-19 12:11:18.260660 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127700; ask volumes: 20; bid prices: 0; bid volumes: 0
2023-03-19 12:11:18.260779 [INFO   ] [AUTO] hedge order 84 filled for 20 lots at $127200 average price in cents
2023-03-19 12:11:18.261161 [INFO   ] [AUTO] hedge order 85 filled for 8 lots at $127200 average price in cents
2023-03-19 12:11:18.557100 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 37
2023-03-19 12:11:19.761857 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127200; bid volumes: 82
2023-03-19 12:11:20.266906 [INFO   ] [AUTO] error with order 86: order rejected: active order volume limit breached
2023-03-19 12:11:20.511351 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127200; bid volumes: 45
2023-03-19 12:11:20.966404 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 35
2023-03-19 12:11:23.506462 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127300; ask volumes: 7; bid prices: 0; bid volumes: 0
2023-03-19 12:11:23.667575 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127200; ask volumes: 1000; bid prices: 0; bid volumes: 0
2023-03-19 12:11:24.154161 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127300; ask volumes: 3; bid prices: 0; bid volumes: 0
2023-03-19 12:11:24.546925 [INFO   ] [AUTO] order 80 filled for 12 lots at $127800 cents
2023-03-19 12:11:24.547401 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127300; ask volumes: 35; bid prices: 0; bid volumes: 0
2023-03-19 12:11:24.547519 [INFO   ] [AUTO] hedge order 87 filled for 12 lots at $127400 average price in cents
2023-03-19 12:11:25.161323 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127900; ask volumes: 41; bid prices: 0; bid volumes: 0
2023-03-19 12:11:25.871848 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127900; ask volumes: 9; bid prices: 0; bid volumes: 0
2023-03-19 12:11:25.871892 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127200; bid volumes: 1000
2023-03-19 12:11:26.656716 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127700; ask volumes: 29; bid prices: 0; bid volumes: 0
2023-03-19 12:11:27.670713 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127000; bid volumes: 1000
2023-03-19 12:11:27.906945 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127600; ask volumes: 7; bid prices: 0; bid volumes: 0
2023-03-19 12:11:28.063778 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127100; ask volumes: 3270; bid prices: 0; bid volumes: 0
2023-03-19 12:11:29.411780 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127400; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-19 12:11:29.471501 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127400; bid volumes: 2000
2023-03-19 12:11:29.935193 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 127100; bid volumes: 1000
2023-03-19 12:11:29.985706 [INFO   ] [AUTO] order 88 filled for 26 lots at $127000 cents
2023-03-19 12:11:29.985918 [INFO   ] [AUTO] error with order 88: ETF position limit breached
2023-03-19 12:11:29.990036 [ERROR  ] [CON] 'Exec' read error: Connection reset by peer
2023-03-19 12:11:29.990062 [INFO   ] [AUTO] execution connection lost
2023-03-19 12:11:29.990074 [INFO   ] [CON] 'Info' closing
2023-03-19 12:11:29.990104 [INFO   ] [CON] 'Exec' closing
